"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (IDR)",Impressions,Reach,Ends,"Attribution setting"
2026-04-08,2026-05-07,"sekitar wairau",inactive,,,,"Using ad set budget",0,29265,171,148,Ongoing,"7-day click or 1-day view"
